Epoch,Pre R@50,Pre R@50 ZS,R@20,R@20 ZS,Avg,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre avg. wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate
3,48.97260273972603,24.0,6.232876712328768,10.666666666666668,22.468036529680365,56.060606060606055,33.85826771653544,39.130434782608695,29.411764705882355,25.0,32.0,36.666666666666664,26.31578947368421,40.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,9.090909090909092,nan,25.0,100.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,33.33333333333333,nan,nan,0.0,50.0,50.0,27.27272727272727,0.0,50.0,14.285714285714285,40.0,0.0,0.0,25.0,0.0,nan,100.0,nan,0.0,50.0,nan,33.33333333333333,nan,100.0,66.66666666666666,nan,0.0,0.0,33.33333333333333,nan,nan,0.0,nan,6.912878787878787,4.724409448818897,0.0,0.0,2.7777777777777777,8.0,6.666666666666667,0.0,6.666666666666667,0.0,0.0,33.33333333333333,16.666666666666664,0.0,0.0,nan,0.0,0.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,0.0,nan,nan,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,nan,100.0,nan,0.0,0.0,nan,0.0,nan,100.0,66.66666666666666,nan,0.0,0.0,0.0,nan,nan,0.0,nan,28.24337121212121,21.00930565497495,9.782608695652174,19.852941176470587,10.515873015873016,30.0,10.833333333333332,6.578947368421052,17.916666666666668,0.0,0.0,66.66666666666666,24.999999999999996,0.0,14.772727272727273,nan,14.583333333333332,50.0,75.0,49.99999999999999,nan,0.0,16.666666666666664,16.666666666666664,nan,nan,0.0,25.0
4,22.808219178082194,17.333333333333336,1.7123287671232876,12.0,13.463470319634704,25.37878787878788,15.748031496062993,26.08695652173913,32.35294117647059,8.333333333333332,4.0,13.333333333333334,21.052631578947366,13.333333333333334,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,nan,25.0,0.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,0.0,nan,nan,0.0,0.0,25.0,18.181818181818183,0.0,50.0,14.285714285714285,20.0,100.0,0.0,12.5,0.0,nan,100.0,nan,0.0,0.0,nan,33.33333333333333,nan,100.0,66.66666666666666,nan,0.0,0.0,0.0,nan,nan,0.0,nan,0.2840909090909091,4.724409448818897,8.695652173913043,8.823529411764707,0.0,4.0,3.3333333333333335,0.0,6.666666666666667,0.0,0.0,33.33333333333333,0.0,0.0,0.0,nan,25.0,0.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,0.0,nan,nan,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,nan,100.0,nan,0.0,0.0,nan,33.33333333333333,nan,100.0,66.66666666666666,nan,0.0,0.0,0.0,nan,nan,0.0,nan,12.665719696969695,14.209019327129564,8.695652173913043,22.794117647058822,5.654761904761904,12.0,54.166666666666664,5.263157894736842,8.125,0.0,0.0,66.66666666666666,16.666666666666664,0.0,0.0,nan,29.166666666666664,0.0,75.0,49.99999999999999,nan,0.0,16.666666666666664,0.0,nan,nan,0.0,0.0
5,15.273972602739727,16.0,0.821917808219178,10.666666666666668,10.690639269406393,17.045454545454543,9.448818897637794,21.73913043478261,11.76470588235294,11.11111111111111,4.0,3.3333333333333335,21.052631578947366,6.666666666666667,0.0,0.0,33.33333333333333,0.0,0.0,0.0,nan,25.0,0.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,0.0,nan,nan,0.0,0.0,25.0,18.181818181818183,0.0,0.0,28.57142857142857,20.0,100.0,0.0,0.0,0.0,nan,100.0,nan,0.0,0.0,nan,33.33333333333333,nan,100.0,66.66666666666666,nan,0.0,0.0,0.0,nan,nan,0.0,nan,0.0,2.3622047244094486,2.1739130434782608,2.941176470588235,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,nan,25.0,0.0,50.0,33.33333333333333,nan,0.0,33.33333333333333,0.0,nan,nan,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,nan,100.0,nan,0.0,0.0,nan,33.33333333333333,nan,100.0,66.66666666666666,nan,0.0,0.0,0.0,nan,nan,0.0,nan,10.511363636363637,12.043664996420903,5.978260869565218,3.676470588235294,9.920634920634921,6.0,51.666666666666664,5.263157894736842,1.6666666666666667,0.0,0.0,66.66666666666666,0.0,0.0,0.0,nan,29.166666666666664,0.0,75.0,49.99999999999999,nan,0.0,16.666666666666664,0.0,nan,nan,0.0,0.0
