Epoch,Pre R@100,Pre R@100 ZS,R@50,R@50 ZS,Avg,Pre on,wear,above,next to,has,behind,in the front of,under,near,below,beside,in,hold,over,by,on the left of,beneath,on the right of,with,sit on,on the top of,ride,carry,look,stand next to,stand on,sit next to,use,at,cover,touch,attach to,watch,across,against,park next,taller than,inside,adjacent to,fly,talk,pull,contain,drive,park on,walk to,lean on,eat,face,lying on,hit,play with,sleep on,drive on,stand behind,follow,sit behind,rest on,feed,outside of,walk,kick,walk next to,stand under,skate on,sleep next to,walk beside,sit under,walk past,park behind,Pre on,wear,above,next to,has,behind,in the front of,under,near,below,beside,in,hold,over,by,on the left of,beneath,on the right of,with,sit on,on the top of,ride,carry,look,stand next to,stand on,sit next to,use,at,cover,touch,attach to,watch,across,against,park next,taller than,inside,adjacent to,fly,talk,pull,contain,drive,park on,walk to,lean on,eat,face,lying on,hit,play with,sleep on,drive on,stand behind,follow,sit behind,rest on,feed,outside of,walk,kick,walk next to,stand under,skate on,sleep next to,walk beside,sit under,walk past,park behind,Pre on,wear,above,next to,has,behind,in the front of,under,near,below,beside,in,hold,over,by,on the left of,beneath,on the right of,with,sit on,on the top of,ride,carry,look,stand next to,stand on,sit next to,use,at,cover,touch,attach to,watch,across,against,park next,taller than,inside,adjacent to,fly,talk,pull,contain,drive,park on,walk to,lean on,eat,face,lying on,hit,play with,sleep on,drive on,stand behind,follow,sit behind,rest on,feed,outside of,walk,kick,walk next to,stand under,skate on,sleep next to,walk beside,sit under,walk past,park behind,Pre on,wear,above,next to,has,behind,in the front of,under,near,below,beside,in,hold,over,by,on the left of,beneath,on the right of,with,sit on,on the top of,ride,carry,look,stand next to,stand on,sit next to,use,at,cover,touch,attach to,watch,across,against,park next,taller than,inside,adjacent to,fly,talk,pull,contain,drive,park on,walk to,lean on,eat,face,lying on,hit,play with,sleep on,drive on,stand behind,follow,sit behind,rest on,feed,outside of,walk,kick,walk next to,stand under,skate on,sleep next to,walk beside,sit under,walk past,park behind,Pre avg. on,wear,above,next to,has,behind,in the front of,under,near,below,beside,in,hold,over,by,on the left of,beneath,on the right of,with,sit on,on the top of,ride,carry,look,stand next to,stand on,sit next to,use,at,cover,touch,attach to,watch,across,against,park next,taller than,inside,adjacent to,fly,talk,pull,contain,drive,park on,walk to,lean on,eat,face,lying on,hit,play with,sleep on,drive on,stand behind,follow,sit behind,rest on,feed,outside of,walk,kick,walk next to,stand under,skate on,sleep next to,walk beside,sit under,walk past,park behind
1,78.75,87.5,66.25,75.0,76.875,100.0,100.0,100.0,100.0,0.0,33.33333333333333,100.0,100.0,nan,100.0,0.0,0.0,100.0,nan,nan,nan,0.0,nan,nan,100.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,100.0,0.0,nan,100.0,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,36.36363636363637,0.0,33.33333333333333,100.0,50.0,nan,100.0,0.0,0.0,100.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,66.66666666666666,0.0,nan,100.0,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,75.75757575757575,0.0,nan,100.0,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,82.5,93.75,63.74999999999999,87.5,81.875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,nan,100.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,100.0,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,100.0,100.0,63.63636363636363,0.0,33.33333333333333,57.14285714285714,50.0,nan,100.0,0.0,0.0,0.0,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,100.0,0.0,nan,100.0,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100.0,nan,100.0,90.9090909090909,50.0,nan,89.28571428571428,nan,nan,100.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
