Epoch,Pre R@50,Pre R@50 ZS,R@20,R@20 ZS,Avg,Pre on,next to,above,behind,in the front of,under,near,below,beside,in,by,on the left of,beneath,on the right of,on the top of,across,against,inside,adjacent to,contain,outside of,Pre on,next to,above,behind,in the front of,under,near,below,beside,in,by,on the left of,beneath,on the right of,on the top of,across,against,inside,adjacent to,contain,outside of,Pre on,next to,above,behind,in the front of,under,near,below,beside,in,by,on the left of,beneath,on the right of,on the top of,across,against,inside,adjacent to,contain,outside of,Pre on,next to,above,behind,in the front of,under,near,below,beside,in,by,on the left of,beneath,on the right of,on the top of,across,against,inside,adjacent to,contain,outside of,Pre avg. on,next to,above,behind,in the front of,under,near,below,beside,in,by,on the left of,beneath,on the right of,on the top of,across,against,inside,adjacent to,contain,outside of
3,88.02973977695167,67.34279918864098,71.635687732342,41.48073022312373,67.1222392302646,99.79035639412997,95.09536784741145,93.85171790235081,93.60967184801382,97.55501222493888,92.0103092783505,79.81927710843374,73.29545454545455,50.625,86.82634730538922,46.590909090909086,14.563106796116504,85.18518518518519,37.5,21.153846153846153,9.090909090909092,12.5,0.0,66.66666666666666,0.0,0.0,96.66666666666667,90.66666666666666,75.5813953488372,77.89473684210526,94.3820224719101,75.0,74.22680412371135,45.614035087719294,26.08695652173913,59.09090909090909,38.88888888888889,6.8181818181818175,64.28571428571429,30.23255813953488,8.0,14.285714285714285,0.0,0.0,66.66666666666666,0.0,nan,99.02166317260657,76.566757493188,81.73598553345388,81.51986183074266,67.72616136919315,81.44329896907216,30.120481927710845,48.29545454545455,10.0,63.47305389221557,1.1363636363636365,0.0,58.0246913580247,3.4090909090909087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,67.33333333333333,43.02325581395349,55.78947368421052,52.80898876404494,67.85714285714286,23.711340206185564,15.789473684210526,6.521739130434782,18.181818181818183,0.0,0.0,25.0,6.976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,nan,97.20300489168413,82.41553133514985,73.54808864964885,77.20343605126806,78.11804620752177,79.07768777614137,51.969475841510366,45.74860446570973,23.308423913043477,56.89303211758302,21.654040404040405,5.34532215357458,58.12389770723105,19.529598308668078,7.288461538461538,5.8441558441558445,3.125,0.0,33.33333333333333,0.0,0.0
4,88.17843866171003,66.63286004056795,72.06319702602231,41.98782961460446,67.21558133572618,99.79035639412997,97.54768392370572,92.76672694394213,94.99136442141624,97.06601466992664,90.97938144329896,82.53012048192771,62.5,68.125,86.82634730538922,50.0,17.475728155339805,64.19753086419753,29.545454545454547,17.307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,96.66666666666667,94.66666666666667,72.09302325581395,82.10526315789474,94.3820224719101,73.21428571428571,78.35051546391753,29.82456140350877,50.0,59.09090909090909,44.44444444444444,6.8181818181818175,21.428571428571427,16.27906976744186,8.0,0.0,0.0,0.0,0.0,0.0,nan,99.02166317260657,84.87738419618529,79.20433996383363,81.34715025906736,68.7041564792176,80.15463917525774,31.024096385542173,43.75,15.625,62.874251497005986,4.545454545454546,0.0,24.691358024691358,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,77.33333333333333,37.2093023255814,55.78947368421052,50.56179775280899,67.85714285714286,23.711340206185564,12.280701754385964,13.043478260869565,18.181818181818183,5.555555555555555,0.0,7.142857142857142,4.651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,nan,97.20300489168413,88.60626702997276,70.31834812229278,78.55831288064721,77.67849784346585,78.05136229749633,53.90401813439325,37.088815789473685,36.69836956521739,56.74333151878062,26.136363636363637,6.073477493380405,29.365079365079364,13.18710359408034,6.326923076923077,0.0,0.0,0.0,0.0,0.0,0.0
5,88.27137546468401,67.13995943204868,71.95167286245353,42.292089249492896,67.41377425216977,99.79035639412997,97.41144414168937,92.76672694394213,95.85492227979275,96.82151589242054,90.72164948453609,84.63855421686746,62.5,69.375,85.62874251497006,42.04545454545455,18.446601941747574,62.96296296296296,28.40909090909091,25.0,0.0,0.0,0.0,0.0,0.0,0.0,96.66666666666667,94.0,72.09302325581395,85.26315789473684,94.3820224719101,73.21428571428571,82.4742268041237,29.82456140350877,52.17391304347826,54.54545454545454,38.88888888888889,6.8181818181818175,21.428571428571427,16.27906976744186,12.0,0.0,0.0,0.0,0.0,0.0,nan,98.88190076869321,84.60490463215258,79.74683544303798,83.93782383419689,63.56968215158925,78.35051546391753,33.734939759036145,44.31818181818182,16.875,62.27544910179641,3.4090909090909087,0.0,22.22222222222222,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.33333333333333,77.33333333333333,39.53488372093023,60.0,48.31460674157304,64.28571428571429,25.773195876288657,12.280701754385964,13.043478260869565,18.181818181818183,2.7777777777777777,0.0,7.142857142857142,4.651162790697675,0.0,0.0,0.0,0.0,0.0,0.0,nan,97.1680642907058,88.33742052679382,71.03536734093107,81.26397600218162,75.77195681437323,76.64304123711341,56.655229164078996,37.23086124401914,37.86684782608695,55.157866086009804,21.78030303030303,6.3161959399823475,28.439153439153436,12.90301268498943,9.25,0.0,0.0,0.0,0.0,0.0,0.0
