Epoch,Pre R@50,Pre R@50 ZS,R@20,R@20 ZS,Avg,Pre wear,hold,sit,ride,eat,cover,carry,watch,play,Pre wear,hold,sit,ride,eat,cover,carry,watch,play,Pre wear,hold,sit,ride,eat,cover,carry,watch,play,Pre wear,hold,sit,ride,eat,cover,carry,watch,play,Pre avg. wear,hold,sit,ride,eat,cover,carry,watch,play
3,97.56407925831667,75.78947368421053,96.78240319941828,72.63157894736842,85.69188377232848,99.82060481804203,93.01972685887708,90.6832298136646,90.9502262443439,96.49122807017544,98.48484848484848,94.3820224719101,73.68421052631578,0.0,78.57142857142857,88.46153846153845,72.41379310344827,0.0,100.0,80.0,66.66666666666666,80.0,0.0,99.46181445412608,91.350531107739,90.37267080745342,89.14027149321268,96.49122807017544,98.48484848484848,94.3820224719101,50.877192982456144,0.0,78.57142857142857,88.46153846153845,68.96551724137932,0.0,100.0,80.0,66.66666666666666,60.0,0.0,89.1063191037563,90.32333372242324,80.6088027414864,45.022624434389144,98.24561403508773,89.24242424242425,80.52434456928839,66.14035087719299,0.0
4,98.78203962915833,81.05263157894737,97.9276495182694,78.94736842105263,89.17742228685694,99.71809328549462,96.96509863429439,95.65217391304348,99.5475113122172,96.49122807017544,97.72727272727273,95.50561797752809,89.47368421052632,20.0,78.57142857142857,92.3076923076923,86.20689655172413,0.0,100.0,60.0,66.66666666666666,90.0,0.0,99.128651973347,96.0546282245827,95.65217391304348,97.73755656108597,96.49122807017544,97.72727272727273,95.50561797752809,64.91228070175438,20.0,78.57142857142857,92.3076923076923,86.20689655172413,0.0,100.0,60.0,66.66666666666666,70.0,0.0,88.99740060042468,94.40877786856542,90.92953523238381,49.32126696832579,98.24561403508773,78.86363636363637,81.08614232209737,78.59649122807016,10.0
