Epoch,Pre R@50,Pre R@50 ZS,R@20,R@20 ZS,Avg,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate,Pre avg. wear,hold,sit,ride,carry,look,use,cover,touch,watch,talk,fly,pull,park,drive,walk,lean,eat,face,lying,hit,play,rest,follow,feed,kick,walk,skate
3,98.08219178082192,80.0,96.78082191780823,68.0,85.71575342465754,100.0,100.0,100.0,100.0,91.66666666666666,100.0,96.66666666666667,78.94736842105263,100.0,100.0,100.0,66.66666666666666,66.66666666666666,100.0,81.81818181818183,nan,100.0,100.0,50.0,16.666666666666664,nan,57.14285714285714,0.0,33.33333333333333,nan,nan,0.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,0.0,42.857142857142854,100.0,100.0,nan,100.0,nan,100.0,100.0,nan,100.0,nan,0.0,0.0,nan,100.0,0.0,33.33333333333333,nan,nan,0.0,nan,100.0,100.0,100.0,100.0,91.66666666666666,92.0,93.33333333333333,73.68421052631578,100.0,100.0,85.71428571428571,66.66666666666666,33.33333333333333,100.0,72.72727272727273,nan,50.0,0.0,50.0,0.0,nan,14.285714285714285,0.0,0.0,nan,nan,0.0,0.0,100.0,100.0,100.0,100.0,85.71428571428571,60.0,0.0,28.57142857142857,100.0,100.0,nan,100.0,nan,100.0,100.0,nan,33.33333333333333,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan,100.0,100.0,100.0,100.0,88.69047619047619,88.0,47.5,56.01503759398496,100.0,100.0,92.85714285714286,83.33333333333333,49.99999999999999,100.0,88.63636363636364,nan,70.83333333333333,50.0,25.0,4.166666666666666,nan,42.857142857142854,0.0,16.666666666666664,nan,nan,0.0,50.0
4,98.35616438356163,84.0,96.78082191780823,68.0,86.78424657534246,100.0,100.0,100.0,100.0,94.44444444444444,100.0,96.66666666666667,89.47368421052632,100.0,100.0,100.0,66.66666666666666,83.33333333333334,100.0,81.81818181818183,nan,100.0,100.0,50.0,16.666666666666664,nan,57.14285714285714,0.0,33.33333333333333,nan,nan,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,71.42857142857143,100.0,100.0,nan,100.0,nan,100.0,100.0,nan,100.0,nan,0.0,0.0,nan,100.0,0.0,33.33333333333333,nan,nan,0.0,nan,100.0,99.21259842519686,100.0,100.0,91.66666666666666,92.0,96.66666666666667,84.21052631578947,80.0,100.0,100.0,66.66666666666666,33.33333333333333,100.0,72.72727272727273,nan,50.0,0.0,50.0,0.0,nan,14.285714285714285,0.0,0.0,nan,nan,0.0,0.0,100.0,100.0,100.0,100.0,85.71428571428571,60.0,0.0,57.14285714285714,75.0,100.0,nan,100.0,nan,100.0,100.0,nan,33.33333333333333,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan,100.0,99.80314960629921,100.0,100.0,92.9563492063492,88.0,48.333333333333336,75.5639097744361,88.75,100.0,100.0,83.33333333333333,58.333333333333336,100.0,88.63636363636364,nan,70.83333333333333,50.0,25.0,4.166666666666666,nan,42.857142857142854,0.0,16.666666666666664,nan,nan,0.0,50.0
5,98.08219178082192,80.0,96.7123287671233,65.33333333333333,85.03196347031964,100.0,100.0,100.0,100.0,91.66666666666666,100.0,96.66666666666667,84.21052631578947,93.33333333333333,100.0,100.0,66.66666666666666,66.66666666666666,100.0,81.81818181818183,nan,100.0,100.0,50.0,16.666666666666664,nan,57.14285714285714,0.0,33.33333333333333,nan,nan,0.0,100.0,100.0,100.0,100.0,100.0,85.71428571428571,100.0,0.0,57.14285714285714,87.5,100.0,nan,100.0,nan,100.0,100.0,nan,100.0,nan,0.0,0.0,nan,100.0,0.0,33.33333333333333,nan,nan,0.0,nan,100.0,100.0,97.82608695652173,100.0,91.66666666666666,96.0,93.33333333333333,84.21052631578947,66.66666666666666,100.0,100.0,66.66666666666666,33.33333333333333,100.0,72.72727272727273,nan,50.0,50.0,50.0,0.0,nan,14.285714285714285,0.0,0.0,nan,nan,0.0,0.0,100.0,100.0,66.66666666666666,100.0,85.71428571428571,80.0,0.0,57.14285714285714,50.0,100.0,nan,100.0,nan,100.0,100.0,nan,33.33333333333333,nan,0.0,0.0,nan,0.0,0.0,0.0,nan,nan,0.0,nan,100.0,100.0,91.1231884057971,100.0,88.69047619047619,94.0,47.5,70.6766917293233,74.375,100.0,100.0,83.33333333333333,49.99999999999999,100.0,88.63636363636364,nan,70.83333333333333,75.0,25.0,4.166666666666666,nan,42.857142857142854,0.0,16.666666666666664,nan,nan,0.0,50.0
